,Period,Year,Month,Location,Gender,Marital-status,Age-group,Occupation,Income-Level," Personal-Hygiene (eg Soap, toothpaste)",Cleaning-products ,"Fresh-groceries (Fruits, vegetables)",Medicines-Natural-remedies,Alcohol-beverages,Skin-care (eg. Body lotion),Hair-care (eg. Shampoo),"Entertainment (eg. Restaurants, movies)","Beauty (eg Makeup, cosmetics, haircuts)",Clothing,Airtime-Data-bundles
180,20/03/2024,2024,3,N35,Female,Divorced/Separated/Widowed,Millennials,Business owner,Low Income,More,More,More,More,More,More,More,More,More,Same,More
181,20/03/2024,2024,3,N50,Female,Married,Gen X,Self employed/Contractor,Middle Income,Same,Same,Same,Less,Not sure,Less,Less,Not sure,Less,Less,Less
182,20/03/2024,2024,3,N20,Female,Divorced/Separated/Widowed,Baby Boomers,Unemployed,Middle Income,More,More,More,Less,Less,Less,Less,Less,Less,More,More
183,20/03/2024,2024,3,N50,Female,Married,Millennials,Business owner,Middle Income,Same,Same,Same,Less,Not sure,Same,Same,Less,Same,Less,Less
184,20/03/2024,2024,3,N4,Female,Dating,Millennials,Business owner,Middle Income,Same,More,Same,Less,Less,Same,Same,Less,Less,Same,More
185,20/03/2024,2024,3,N16,Male,Single,Gen Z,Student,Low Income,Same,Same,Same,Not sure,Not sure,Less,Less,Less,Same,Same,More
186,20/03/2024,2024,3,N30,Female,Married,Gen Z,Self employed/Contractor,Middle Income,Same,Same,More,Less,Less,Same,Same,Less,Same,Same,More
187,20/03/2024,2024,3,N48,Male,Married,Baby Boomers,Business owner,Middle Income,More,Less,Not sure,Same,Same,More,Same,Less,Not sure,Not sure,More
188,20/03/2024,2024,3,N12,Female,Married,Baby Boomers,Business owner,Middle Income,Same,Same,Same,Same,Not sure,Same,Same,Same,Same,Same,Same
189,20/03/2024,2024,3,MS1,Female,Divorced/Separated/Widowed,Gen Z,Unemployed,Middle Income,More,More,More,Not sure,Not sure,More,More,More,More,More,More
190,20/03/2024,2024,3,N16,Female,Married,Gen X,Unemployed,Middle Income,Same,Same,Same,Less,Less,Same,Same,Not sure,Same,Same,More
191,20/03/2024,2024,3,N4,Male,Married,Millennials,Business owner,Middle Income,Same,Same,More,Same,Same,Less,Less,Same,Less,Same,More
192,20/03/2024,2024,3,N16,Male,Married,Millennials,Business owner,Middle Income,Same,More,More,Less,Not sure,Less,Not sure,Less,Less,Less,More
193,20/03/2024,2024,3,N48,Female,Cohabiting,Gen X,Self employed/Contractor,Middle Income,Same,Less,Same,Same,Same,Less,More,Same,More,Same,Less
194,20/03/2024,2024,3,N27,Male,Married,Gen X,Self employed/Contractor,Middle Income,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Less,Same
195,20/03/2024,2024,3,NK1,Male,Married,Gen X,Self employed/Contractor,Middle Income,Same,Same,Same,Less,Same,Less,Less,Less,Same,Same,More
196,20/03/2024,2024,3,N27,Female,Married,Gen X,Business owner,Middle Income,Same,More,Less,Not sure,More,Less,Less,Same,Not sure,Not sure,Not sure
197,20/03/2024,2024,3,N43,Female,Married,Gen X,Self employed/Contractor,Low Income,Less,Less,More,Same,Not sure,Less,Less,Less,Less,Same,Same
198,20/03/2024,2024,3,N50,Male,Married,Baby Boomers,Self employed/Contractor,Middle Income,Same,Same,Same,Less,Not sure,Not sure,Not sure,Less,Less,Less,More
199,20/03/2024,2024,3,N48,Male,Dating,Millennials,Salaried employee,Low Income,More,Less,More,Not sure,Less,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure
200,20/03/2024,2024,3,N30,Female,Dating,Millennials,Salaried employee,Middle Income,Same,Same,Same,Less,Less,Same,Same,Less,Same,Same,Same
201,20/03/2024,2024,3,N35,Female,Dating,Millennials,Salaried employee,Middle Income,More,More,More,More,More,More,More,More,More,More,More
202,20/03/2024,2024,3,N30,Female,Married,Millennials,Salaried employee,Middle Income,Same,Less,Same,Less,Not sure,Less,Same,Same,Less,Less,Same
203,20/03/2024,2024,3,N18,Female,Married,Gen X,Salaried employee,Middle Income,More,More,More,Same,Not sure,Same,Less,Less,Less,Same,Same
204,20/03/2024,2024,3,N10,Male,Married,Millennials,Salaried employee,Middle Income,Less,Less,Same,Not sure,Not sure,Less,Less,Less,Same,Less,More
205,20/03/2024,2024,3,N6,Female,Married,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Not sure,Less,Less,Less,Less,Less,Same
206,20/03/2024,2024,3,N6,Male,Married,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Less,Less,Less,Less,Less,Same
207,20/03/2024,2024,3,N6,Male,Married,Baby Boomers,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Less,Less,Less,Less,Less,Same
208,20/03/2024,2024,3,N25,Male,Married,Millennials,Salaried employee,Middle Income,Same,Same,Same,Not sure,Less,Same,Less,Same,Same,Less,Same
209,20/03/2024,2024,3,N16,Male,Married,Gen X,Salaried employee,Middle Income,Same,Same,Same,Less,Not sure,Less,Less,More,Same,Less,More
210,20/03/2024,2024,3,NK1,Male,Married,Gen X,Salaried employee,Middle Income,Same,Same,More,Less,Same,Less,Less,Less,Same,Same,More
211,20/03/2024,2024,3,N2,Female,Married,Millennials,Salaried employee,Middle Income,Same,More,Same,Same,More,Same,Same,More,Same,Same,Same
212,20/03/2024,2024,3,NK1,Male,Married,Gen X,Salaried employee,Middle Income,Same,Same,More,Less,Not sure,Less,Not sure,Less,Same,Less,More
213,20/03/2024,2024,3,N30,Male,Married,Gen Z,Salaried employee,High Income,Same,Less,More,Less,Not sure,Same,Less,Less,Less,Same,Same
214,20/03/2024,2024,3,MS1,Male,Single,Gen Z,Student,Low Income,More,Same,Less,Same,Not sure,More,Same,More,Same,More,More
215,20/03/2024,2024,3,MS1,Male,Single,Gen Z,Student,Low Income,More,Same,More,Not sure,Not sure,More,More,Not sure,More,More,More
216,20/03/2024,2024,3,MS1,Female,Single,Gen Z,Student,Low Income,Less,Same,More,More,More,More,More,Not sure,Same,Same,More
217,20/03/2024,2024,3,N30,Male,Single,Gen Z,Student,High Income,Same,Less,More,Less,Not sure,Same,Less,Same,Less,Same,Same
218,20/03/2024,2024,3,N41,Female,Single,Millennials,Unemployed,Low Income,Less,Same,More,Same,Same,Same,Same,More,More,Same,Same
219,20/03/2024,2024,3,N41,Male,Married,Millennials,Business owner,Low Income,Same,Same,Same,More,More,Same,Same,Same,Same,Same,Same
220,20/03/2024,2024,3,N41,Female,Married,Millennials,Unemployed,Low Income,More,Same,Same,More,More,More,More,Same,More,Same,Same
221,20/03/2024,2024,3,N41,Male,Married,Millennials,Unemployed,Low Income,Less,More,More,Same,Same,Same,More,More,More,More,More
222,20/03/2024,2024,3,N20,Male,Married,Millennials,Business owner,Middle Income,More,More,More,Same,Less,Same,Same,Less,Same,Less,Less
223,20/03/2024,2024,3,N41,Female,Married,Millennials,Unemployed,Low Income,Same,More,More,More,Same,More,More,More,Same,Same,Same
224,20/03/2024,2024,3,N41,Female,Married,Millennials,Business owner,Low Income,Same,More,Same,More,More,Same,Same,Same,More,More,More
225,20/03/2024,2024,3,N41,Male,Married,Millennials,Business owner,Low Income,Same,Same,Same,More,Same,Same,More,More,More,More,More
226,20/03/2024,2024,3,MS1,Female,Married,Gen Z,Unemployed,Middle Income,Less,Less,Less,Same,More,More,More,More,Not sure,Not sure,Less
227,20/03/2024,2024,3,N28,Male,Dating,Gen X,Unemployed,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
228,20/03/2024,2024,3,N28,Male,Divorced/Separated/Widowed,Gen X,Unemployed,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
229,20/03/2024,2024,3,N31,Male,Married,Gen X,Self employed/Contractor,Middle Income,Same,Less,Same,Less,Not sure,Not sure,Not sure,Not sure,Not sure,Same,More
230,20/03/2024,2024,3,N14,Female,Married,Gen X,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
231,20/03/2024,2024,3,N5,Male,Married,Gen Z,Self employed/Contractor,Low Income,More,More,More,More,More,More,More,More,More,More,More
232,20/03/2024,2024,3,N47,Male,Divorced/Separated/Widowed,Gen X,Self employed/Contractor,Middle Income,Less,Less,Less,More,Not sure,Less,Less,Less,Less,Less,Less
233,20/03/2024,2024,3,N41,Male,Single,Millennials,Unemployed,Low Income,Same,More,Same,Same,Same,More,More,More,More,More,More
234,20/03/2024,2024,3,N41,Female,Married,Millennials,Self employed/Contractor,Low Income,More,Same,More,More,Same,Same,Same,More,Same,Same,Same
235,20/03/2024,2024,3,N1,Female,Dating,Millennials,Student,Low Income,More,More,More,More,More,More,More,More,More,More,More
236,20/03/2024,2024,3,N2,Female,Married,Millennials,Self employed/Contractor,Middle Income,Same,Less,Same,More,Same,Same,More,Same,Same,Less,Same
237,20/03/2024,2024,3,MS1,Female,Married,Gen Z,Student,High Income,Less,Less,Same,Not sure,More,More,More,More,More,Not sure,More
238,20/03/2024,2024,3,N22,Male,Cohabiting,Millennials,Business owner,Low Income,Same,Same,Same,Less,More,More,More,More,More,More,More
239,20/03/2024,2024,3,N25,Female,Married,Gen Z,Business owner,Middle Income,Less,Less,Same,Not sure,Not sure,Less,Less,Less,Less,Less,Same
240,20/03/2024,2024,3,N27,Male,Dating,Gen X,Business owner,Low Income,Same,Less,More,Not sure,Not sure,Not sure,Not sure,Less,Less,Same,More
241,20/03/2024,2024,3,N41,Female,Married,Millennials,Business owner,Low Income,Less,Same,Same,Same,Same,Same,Same,Same,More,More,Same
242,20/03/2024,2024,3,N41,Female,Married,Millennials,Business owner,Low Income,Same,More,More,Same,Same,More,More,More,Same,More,More
243,20/03/2024,2024,3,N2,Female,Dating,Millennials,Business owner,Middle Income,Same,Less,Same,Less,Same,Same,Same,More,Same,Same,Same
244,20/03/2024,2024,3,N42,Female,Married,Baby Boomers,Business owner,Middle Income,Not sure,Less,Less,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Less
245,20/03/2024,2024,3,N18,Male,Married,Millennials,Business owner,Middle Income,More,More,More,Less,Not sure,Same,Same,Less,Less,Same,More
246,20/03/2024,2024,3,N21,Female,Single,Gen Z,Unemployed,Low Income,Same,Same,Same,Less,Less,Same,Less,Less,Less,Less,Less
247,20/03/2024,2024,3,N21,Male,Dating,Gen X,Unemployed,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
248,20/03/2024,2024,3,N21,Female,Dating,Millennials,Self employed/Contractor,Middle Income,Same,Same,More,Less,Less,Same,Same,Less,Less,Less,Less
249,20/03/2024,2024,3,N6,Female,Single,Gen X,Self employed/Contractor,Low Income,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less
250,20/03/2024,2024,3,NK1,Female,Single,Millennials,Self employed/Contractor,Middle Income,Same,Same,Same,Less,Not sure,Same,Less,Less,Same,Less,Same
251,20/03/2024,2024,3,N48,Male,Dating,Millennials,Self employed/Contractor,Middle Income,Same,Not sure,Same,Same,Less,Same,Not sure,Less,Not sure,Not sure,Less
252,20/03/2024,2024,3,N1,Male,Dating,Millennials,Business owner,Low Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
253,20/03/2024,2024,3,N1,Female,Cohabiting,Millennials,Business owner,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
254,20/03/2024,2024,3,N14,Female,Divorced/Separated/Widowed,Millennials,Business owner,Low Income,More,More,More,More,Same,More,More,More,More,More,Same
255,20/03/2024,2024,3,N27,Male,Cohabiting,Millennials,Self employed/Contractor,Middle Income,Same,Not sure,Not sure,Not sure,More,Less,Less,More,More,More,Same
256,20/03/2024,2024,3,N28,Male,Dating,Millennials,Business owner,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
257,20/03/2024,2024,3,N47,Male,Married,Millennials,Self employed/Contractor,Middle Income,Same,Less,Same,Same,Less,Less,Less,Less,Less,Less,Less
258,20/03/2024,2024,3,N10,Male,Married,Millennials,Self employed/Contractor,Middle Income,Less,Same,Same,Not sure,Less,Less,Less,Less,Less,Less,Same
259,20/03/2024,2024,3,N25,Male,Married,Millennials,Self employed/Contractor,Middle Income,Same,Same,Same,Not sure,Not sure,Same,Less,Less,Same,Less,Same
260,20/03/2024,2024,3,N47,Female,Married,Millennials,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Not sure,Same,Same,Less,Same,Same,Same
261,20/03/2024,2024,3,N27,Male,Married,Gen X,Self employed/Contractor,Middle Income,Same,Not sure,Same,Same,More,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure
262,20/03/2024,2024,3,N2,Female,Married,Millennials,Unemployed,Middle Income,Same,More,Same,Same,Same,Same,Same,More,More,Same,More
263,20/03/2024,2024,3,N10,Female,Married,Millennials,Business owner,Middle Income,Same,Same,Same,Not sure,Not sure,Same,Same,Same,Same,Less,Same
264,20/03/2024,2024,3,N10,Male,Married,Millennials,Business owner,Middle Income,Same,More,Same,Less,Less,Same,Less,Less,Less,Less,More
265,20/03/2024,2024,3,N25,Female,Married,Millennials,Business owner,Middle Income,Same,Same,Same,Not sure,Not sure,Same,Same,Not sure,Same,Less,Same
266,20/03/2024,2024,3,N25,Female,Married,Millennials,Business owner,Middle Income,Same,Same,Same,Less,Not sure,Same,Same,Less,Same,Same,More
267,20/03/2024,2024,3,N1,Male,Married,Millennials,Business owner,Low Income,More,More,More,More,Not sure,More,More,Less,Same,Same,More
268,20/03/2024,2024,3,N20,Male,Married,Gen X,Business owner,High Income,Less,Less,Same,Less,Same,Same,Same,Same,Less,Less,Less
269,20/03/2024,2024,3,N30,Male,Married,Millennials,Business owner,Middle Income,Same,Same,Same,Same,Not sure,Same,Same,Same,Same,Same,Same
270,20/03/2024,2024,3,N25,Female,Married,Millennials,Business owner,Middle Income,Less,Same,Same,Not sure,Not sure,Less,Less,Less,Less,Less,Same
271,20/03/2024,2024,3,N6,Male,Married,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less
272,20/03/2024,2024,3,N50,Male,Married,Gen X,Salaried employee,Middle Income,Same,Less,Less,Less,Not sure,Less,Less,Less,Less,Less,Less
273,20/03/2024,2024,3,N8,Male,Married,Gen X,Salaried employee,Low Income,Same,Same,More,More,Same,Same,Same,Less,Same,More,More
274,20/03/2024,2024,3,N42,Male,Dating,Baby Boomers,Salaried employee,Middle Income,Less,Less,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Less,Less
275,20/03/2024,2024,3,N42,Male,Dating,Baby Boomers,Salaried employee,Middle Income,Not sure,Same,Not sure,Not sure,Not sure,Less,Not sure,Not sure,Not sure,Same,Less
276,20/03/2024,2024,3,N42,Male,Married,Baby Boomers,Salaried employee,Middle Income,Less,Less,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Less,Less
277,20/03/2024,2024,3,N43,Male,Married,Gen X,Salaried employee,Low Income,Same,Same,Same,Same,Less,Not sure,Not sure,Not sure,Same,Same,Same
278,20/03/2024,2024,3,N43,Male,Married,Gen X,Salaried employee,Low Income,Same,Less,Same,Same,Same,Not sure,Not sure,Not sure,Same,Same,Same
279,20/03/2024,2024,3,N48,Female,Dating,Gen X,Salaried employee,Middle Income,More,Not sure,Less,Not sure,Not sure,Not sure,Not sure,Not sure,More,Same,Same
280,20/03/2024,2024,3,N16,Female,Married,Gen X,Salaried employee,Middle Income,Same,Same,Same,Less,Not sure,Same,Same,Less,More,Same,More
281,20/03/2024,2024,3,N10,Female,Married,Gen Z,Salaried employee,Middle Income,Same,More,Same,Not sure,Not sure,Same,Less,Not sure,Same,Less,More
282,20/03/2024,2024,3,N5,Female,Married,Gen Z,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
283,20/03/2024,2024,3,N5,Female,Married,Gen Z,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
284,20/03/2024,2024,3,N16,Female,Married,Gen Z,Salaried employee,Middle Income,Same,Same,More,Less,Not sure,Same,Same,Less,Same,Same,More
285,20/03/2024,2024,3,N27,Female,Married,Gen Z,Salaried employee,Low Income,More,Same,More,Same,More,Same,More,More,Less,More,Same
286,20/03/2024,2024,3,N4,Female,Dating,Gen Z,Salaried employee,Middle Income,More,More,More,Less,Less,Less,Less,Less,Less,Less,More
287,20/03/2024,2024,3,N50,Male,Cohabiting,Gen Z,Salaried employee,Middle Income,Same,Less,Same,Less,Not sure,Not sure,Not sure,Less,Same,Same,Same
288,20/03/2024,2024,3,N43,Male,Cohabiting,Gen Z,Salaried employee,Low Income,Less,Less,Same,Not sure,Same,Not sure,Not sure,Same,Less,Same,Less
289,20/03/2024,2024,3,N1,Male,Dating,Gen Z,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
290,20/03/2024,2024,3,NK1,Female,Married,Gen Z,Salaried employee,Middle Income,Same,Same,Same,Less,Less,Same,Less,Less,Less,Less,Same
291,20/03/2024,2024,3,N1,Female,Dating,Gen Z,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
292,20/03/2024,2024,3,N4,Female,Married,Gen Z,Salaried employee,Middle Income,Same,Same,More,Less,Same,Same,Less,Less,Less,Same,More
293,20/03/2024,2024,3,N30,Male,Married,Gen Z,Salaried employee,Low Income,Less,Same,More,Not sure,Not sure,Same,Same,Not sure,Not sure,Not sure,Same
294,20/03/2024,2024,3,N5,Female,Married,Gen Z,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
295,20/03/2024,2024,3,N28,Female,Married,Gen Z,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
296,20/03/2024,2024,3,N31,Female,Cohabiting,Gen Z,Salaried employee,Middle Income,Same,Same,Same,Less,Not sure,Same,Not sure,Less,Less,Less,Same
297,20/03/2024,2024,3,N18,Female,Single,Gen Z,Salaried employee,Low Income,Same,Less,Less,Less,Not sure,Same,Less,Less,More,Less,Same
298,20/03/2024,2024,3,N8,Male,Married,Gen Z,Salaried employee,Low Income,Same,Same,More,More,Same,Same,Same,Same,Same,More,More
299,20/03/2024,2024,3,N10,Female,Married,Millennials,Salaried employee,Middle Income,Same,Less,Same,Not sure,Not sure,Same,Less,Not sure,Same,Less,Same
300,20/03/2024,2024,3,N10,Female,Married,Millennials,Salaried employee,Middle Income,Same,Less,Same,Not sure,Not sure,Less,Less,Less,Less,Less,More
301,20/03/2024,2024,3,NK1,Male,Married,Millennials,Salaried employee,Middle Income,Same,Same,More,Less,Same,Less,Less,Same,Same,Less,Same
302,20/03/2024,2024,3,N13,Female,Married,Millennials,Salaried employee,Middle Income,Same,Same,Same,Less,Less,Same,Same,Less,Same,Same,Same
303,20/03/2024,2024,3,N27,Female,Cohabiting,Millennials,Salaried employee,Low Income,More,Same,Same,Not sure,Less,Same,Less,Same,Not sure,Same,More
304,20/03/2024,2024,3,N50,Male,Married,Millennials,Salaried employee,Middle Income,Same,Same,Same,Less,Less,Not sure,Not sure,Less,Same,Less,Less
305,20/03/2024,2024,3,N48,Female,Dating,Millennials,Salaried employee,Low Income,Not sure,More,Less,Not sure,Not sure,Same,Less,Same,Same,Same,More
306,20/03/2024,2024,3,N47,Male,Married,Millennials,Salaried employee,Middle Income,Same,Same,More,Not sure,Less,Same,Same,Less,Less,Less,Same
307,20/03/2024,2024,3,N47,Male,Married,Millennials,Salaried employee,Middle Income,Same,Same,Same,Less,Not sure,Less,Same,Same,Same,Same,Same
308,20/03/2024,2024,3,N50,Female,Married,Millennials,Salaried employee,Middle Income,Same,Same,Less,Less,Not sure,Less,Less,Less,Less,Less,Less
309,20/03/2024,2024,3,N30,Male,Married,Millennials,Salaried employee,Middle Income,Same,Same,Same,Not sure,Less,Less,Less,Less,Less,Same,Same
310,20/03/2024,2024,3,N28,Male,Divorced/Separated/Widowed,Millennials,Salaried employee,High Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,More,Same
311,20/03/2024,2024,3,N31,Male,Married,Millennials,Salaried employee,Middle Income,Same,Less,Same,Less,Not sure,Not sure,Not sure,Less,Less,Less,Same
312,20/03/2024,2024,3,N18,Male,Cohabiting,Millennials,Salaried employee,Middle Income,Same,Same,More,Same,Not sure,Same,Less,Same,Same,Same,Same
313,20/03/2024,2024,3,N6,Female,Married,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Not sure,Less,Less,Less,Less,Less,Same
314,20/03/2024,2024,3,N6,Male,Married,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Not sure,Less,Less,Less,Less,Less,Same
315,20/03/2024,2024,3,N25,Male,Married,Millennials,Salaried employee,Middle Income,Same,Same,Less,Not sure,Not sure,Less,Less,Less,Same,Less,Same
316,20/03/2024,2024,3,N43,Female,Cohabiting,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Not sure,Less,Less,Less,Same,Same,Same
317,20/03/2024,2024,3,N8,Male,Married,Millennials,Salaried employee,Low Income,Same,More,More,More,Less,More,Same,Same,Same,More,More
