,Period,Location,Marital-status," Personal-Hygiene (eg Soap, toothpaste)",Cleaning-products ,"Fresh-groceries (Fruits, vegetables)",Medicines-Natural-remedies,Alcohol-beverages,Skin-care (eg. Body lotion),Hair-care (eg. Shampoo),"Entertainment (eg. Restaurants, movies)","Beauty (eg Makeup, cosmetics, haircuts)",Clothing,Airtime-Data-bundles
268,2,34,4,0,0,3,0,3,3,3,3,0,0,0
2781,4,65,4,1,1,1,3,2,3,0,3,0,0,0
7059,7,26,6,0,0,3,0,2,0,0,0,0,0,0
2937,4,61,4,3,1,1,0,3,1,0,1,0,3,1
654,12,21,4,3,3,3,3,3,1,1,2,3,0,0
5574,13,44,0,3,1,1,3,0,1,1,1,0,0,3
2114,11,61,3,3,3,3,3,3,3,3,3,3,3,3
4050,5,41,6,1,0,1,1,0,1,2,2,3,1,1
2876,4,34,1,1,1,0,1,0,0,0,0,0,0,1
4874,3,56,5,3,1,1,1,3,3,3,1,1,1,3
4515,5,10,1,3,3,1,3,3,3,1,1,1,1,1
773,12,45,6,3,3,3,2,0,3,3,3,3,3,3
2540,4,30,1,3,3,3,2,3,3,3,3,3,3,0
589,12,27,1,0,0,3,0,2,3,3,0,3,0,0
6478,8,49,4,3,3,3,3,3,3,3,3,3,3,3
2208,11,33,1,3,0,3,0,0,3,3,0,0,0,0
5281,13,30,6,3,1,3,3,0,3,3,3,3,3,3
5396,13,46,4,3,1,1,2,2,3,3,2,3,3,3
3149,0,69,4,3,3,1,0,0,2,2,0,2,0,1
4059,5,23,4,3,1,3,2,2,3,0,3,3,0,1
4781,3,33,2,1,1,1,1,1,3,3,1,1,3,3
3450,0,42,4,3,3,3,3,3,3,3,3,3,3,3
5955,10,29,4,1,1,1,3,2,1,0,3,0,3,1
701,12,42,4,0,0,3,3,0,0,3,3,0,0,3
5072,13,23,4,1,3,3,2,2,3,0,2,0,0,3
2388,11,34,1,3,3,3,1,0,3,3,0,0,0,0
4313,5,35,4,3,3,1,3,3,1,3,0,3,3,1
677,12,30,4,3,3,3,0,3,1,3,3,0,3,3
4387,5,56,4,0,3,1,1,1,1,3,3,3,3,3
6323,8,43,6,3,1,3,0,3,0,3,3,1,1,1
2698,4,61,1,3,1,1,1,3,3,3,3,0,0,0
5672,10,65,4,1,1,3,1,0,3,3,0,3,3,1
5247,13,49,6,3,1,3,1,0,3,0,0,0,0,1
693,12,24,6,3,1,3,3,0,2,2,0,0,1,3
1513,1,48,6,3,0,0,0,2,3,3,3,3,3,3
6887,7,33,4,1,3,1,3,1,3,3,0,3,0,1
6210,8,35,1,3,1,3,3,3,3,1,1,3,3,1
2984,0,67,4,0,3,2,1,0,3,1,2,3,3,3
6297,8,31,4,3,3,3,3,2,3,3,3,0,3,3
110,2,30,6,3,3,3,2,0,3,3,3,0,1,3
3163,0,65,4,1,1,1,1,0,3,3,0,3,3,1
3132,0,64,1,1,3,0,0,2,3,3,0,3,0,0
3286,0,29,4,3,1,3,0,2,0,0,1,3,3,3
5057,13,36,0,0,3,0,3,3,3,0,0,0,1,3
5803,10,36,4,0,3,3,1,3,3,3,1,3,1,1
1611,1,34,6,3,3,3,3,2,3,0,2,2,3,1
856,12,56,4,0,3,3,3,3,3,0,3,3,3,3
5888,10,45,4,1,3,3,3,2,3,3,0,0,0,3
4708,3,38,7,1,3,3,3,1,1,1,3,3,3,3
5782,10,67,4,1,3,3,3,3,3,1,3,3,1,3
3288,0,29,1,3,1,3,3,0,0,0,3,0,3,3
6793,7,44,1,1,3,1,1,1,0,3,1,3,3,1
2677,4,48,6,3,3,0,2,0,1,0,0,0,0,1
5013,3,66,5,1,1,3,3,3,3,3,0,0,3,0
1758,1,25,4,1,3,1,0,2,3,0,0,0,3,1
3396,0,56,4,3,3,3,3,3,3,1,1,1,1,2
4099,5,63,4,3,3,3,3,3,3,3,3,3,3,3
605,12,64,6,3,3,3,2,2,0,2,0,0,0,0
1964,1,33,1,3,0,3,3,0,3,3,1,3,3,3
5584,10,22,1,3,3,3,3,3,3,1,1,1,1,1
5389,13,29,4,1,1,1,3,2,0,0,1,0,0,1
3805,9,54,4,3,1,3,3,2,2,2,1,0,3,1
1468,6,63,4,3,3,3,3,3,3,3,3,3,3,3
5269,13,54,1,1,3,3,1,3,1,1,2,1,1,3
3370,0,56,4,1,1,1,1,1,1,1,3,3,3,3
6279,8,59,4,3,3,1,2,2,0,0,0,3,3,1
3296,0,61,4,3,3,3,2,3,3,3,0,2,0,3
4667,3,22,2,3,3,3,3,3,3,3,3,3,3,3
107,2,50,3,1,1,3,3,2,1,2,1,2,1,2
6858,7,46,6,0,3,3,1,3,3,1,3,1,3,1
29,2,67,4,3,3,3,2,2,3,3,0,3,3,1
3548,9,69,1,0,0,0,0,0,0,0,0,0,0,0
3263,0,62,1,1,0,3,0,3,3,0,1,1,3,3
2271,11,54,4,3,0,3,3,3,3,0,3,1,3,1
4075,5,23,6,3,3,3,2,2,3,3,2,3,0,3
2843,4,67,0,3,3,3,3,3,3,3,3,3,3,3
751,12,42,3,0,0,3,3,0,0,3,0,0,0,0
6125,8,41,1,3,1,1,1,1,3,3,3,3,1,1
584,12,63,4,3,3,3,3,3,3,3,3,3,3,3
1220,6,22,4,1,3,1,3,2,1,3,3,3,3,0
5990,10,68,6,0,3,1,3,3,0,3,3,3,3,1
4740,3,40,5,1,1,1,1,1,1,1,3,1,1,1
2885,4,61,6,1,1,1,3,0,1,3,1,3,1,1
3002,0,56,4,3,3,3,3,3,3,3,3,3,3,3
6158,8,65,4,1,1,1,1,0,3,3,0,3,3,3
548,12,26,0,3,3,3,3,0,3,0,0,0,0,3
5546,13,43,4,3,1,3,3,1,3,3,1,1,1,1
3091,0,24,4,0,3,3,3,1,3,1,3,1,3,1
3755,9,22,1,3,3,3,3,3,3,3,3,3,3,3
5880,10,46,1,3,3,3,3,2,3,3,0,3,3,3
6658,7,65,6,1,1,1,3,2,3,3,0,0,0,1
2399,11,39,4,3,3,3,2,2,3,3,2,3,0,3
2418,11,22,4,3,3,3,3,3,3,3,3,3,3,3
6897,7,43,6,3,1,3,3,1,0,0,3,1,3,3
7004,7,22,1,3,3,3,3,3,3,3,3,3,3,3
2095,11,64,0,3,3,3,0,2,0,2,0,0,3,3
5033,3,68,7,1,1,1,1,2,1,1,3,3,3,3
1203,6,62,6,3,2,1,2,0,3,1,3,3,1,1
344,2,21,6,0,0,0,0,2,1,1,1,1,1,1
4405,5,58,4,3,3,3,0,0,0,0,0,0,0,3
5347,13,56,4,3,3,1,2,2,2,2,2,2,2,2
1575,1,63,4,3,3,3,3,3,3,3,3,3,3,3
2098,11,48,1,3,3,3,0,0,3,0,3,0,0,3
6716,7,61,4,3,3,3,2,0,0,0,0,0,3,0
5129,13,33,4,1,3,1,1,3,1,3,1,1,1,1
2886,4,67,1,3,3,3,1,1,3,3,1,3,1,3
5549,13,44,1,3,1,3,1,3,1,1,3,1,3,3
7026,7,30,6,3,3,3,3,2,3,2,3,3,3,3
5485,13,59,4,3,1,1,3,1,3,3,3,1,3,3
90,2,42,6,1,3,3,3,0,3,1,3,3,1,3
6519,8,18,3,0,0,3,3,3,3,3,3,3,3,3
5821,10,38,4,3,3,1,3,3,3,1,1,3,3,1
6357,8,72,1,2,1,0,1,1,3,0,3,2,1,3
2338,11,56,4,0,3,1,1,1,1,3,3,3,3,3
7007,7,32,4,3,3,3,3,3,3,3,3,3,3,3
624,12,21,1,3,3,3,3,3,2,3,3,2,1,3
69,2,46,4,3,3,3,0,3,3,3,0,0,0,0
6824,7,50,4,1,1,1,1,2,2,1,1,2,0,3
889,12,41,1,3,2,2,2,1,2,2,0,2,3,2
5751,10,63,4,1,3,3,3,3,3,1,3,3,1,3
5436,13,27,6,3,3,3,3,0,0,2,3,2,3,3
4622,3,29,5,1,1,1,1,2,3,3,3,3,3,1
4717,3,39,5,3,3,1,2,2,2,2,2,3,0,1
6799,7,52,4,3,3,3,3,3,3,3,3,3,3,3
2446,11,67,4,1,3,3,1,3,1,3,3,1,1,1
947,12,41,4,1,1,3,2,2,2,2,1,3,2,0
877,12,61,3,3,3,3,3,2,3,3,3,3,0,3
4704,3,38,3,1,1,1,1,3,3,3,0,0,3,1
6685,7,54,4,1,1,0,0,0,3,3,0,0,0,1
7040,7,29,4,1,1,1,3,2,3,3,1,3,3,1
293,2,45,4,0,3,1,2,2,3,3,2,2,2,3
6370,8,42,1,3,1,1,1,1,3,3,3,3,0,0
4461,5,46,3,1,1,3,2,2,3,3,3,3,3,3
445,2,22,0,1,1,1,1,1,1,1,1,1,1,1
4273,5,57,4,3,0,0,1,1,3,1,2,3,1,2
5241,13,65,4,1,1,1,1,1,1,1,0,1,1,1
2316,11,30,1,3,3,3,1,3,3,3,3,3,3,1
2579,4,33,4,1,3,3,1,1,3,1,3,3,3,1
2609,4,45,4,3,3,3,2,0,3,3,3,0,3,3
5277,13,40,6,3,3,3,3,0,0,3,3,0,0,3
4771,3,43,5,2,1,1,3,1,0,0,0,3,0,0
2972,0,34,4,3,3,1,0,0,1,0,0,0,3,3
1922,1,54,4,0,3,0,0,0,0,0,3,3,0,3
4913,3,59,2,3,3,3,0,0,3,3,0,3,0,0
7017,7,32,3,3,3,3,3,1,1,1,1,1,1,1
4013,5,34,6,3,0,3,2,2,0,0,2,0,0,3
5118,13,67,4,1,3,1,1,1,1,1,3,3,1,3
5010,3,65,5,1,1,1,3,0,3,3,0,3,3,1
367,2,65,6,3,3,3,3,2,0,0,0,0,0,3
3541,9,39,4,0,0,3,0,2,3,0,2,0,0,3
5426,13,52,4,3,3,3,3,3,3,3,3,3,3,3
6454,8,68,0,0,0,1,3,3,3,1,3,3,1,3
6425,8,27,0,3,3,3,3,2,2,2,2,2,3,0
6092,8,36,1,0,3,0,0,0,0,0,0,0,3,3
6419,8,27,6,3,3,3,3,3,2,2,3,2,3,3
6564,8,47,6,1,1,1,0,2,0,0,0,0,0,0
4716,3,38,3,1,3,1,0,0,0,0,0,0,3,1
2406,11,30,1,3,3,3,3,0,3,3,3,3,3,3
7112,7,15,4,1,3,3,1,3,1,3,1,3,1,3
3402,0,46,4,3,3,3,0,2,0,0,0,0,0,0
5983,10,30,0,3,3,3,0,2,3,3,3,3,3,3
5706,10,60,0,0,0,0,0,0,0,0,0,0,0,0
5533,13,51,4,3,3,3,3,3,3,3,3,3,3,3
4559,3,23,5,3,3,1,2,2,3,3,2,3,0,1
3114,0,24,1,3,1,3,3,1,1,3,3,1,3,1
4192,5,20,4,0,3,3,3,3,3,0,0,3,3,3
1186,6,22,4,1,3,3,3,3,0,3,1,0,1,3
5998,10,46,4,1,1,1,0,2,3,3,0,3,0,3
5838,10,49,1,3,3,3,0,0,3,0,0,0,3,3
4743,3,40,2,0,0,0,3,0,0,0,0,0,0,0
6169,8,33,1,1,1,1,1,1,3,3,1,3,1,3
5141,13,41,1,1,3,3,3,3,1,3,0,3,3,3
5445,13,58,1,3,3,3,2,2,0,0,2,3,3,3
7005,7,22,6,3,3,3,3,3,3,3,3,3,3,3
151,2,21,3,0,3,3,1,2,1,1,1,0,0,1
915,12,68,0,3,3,3,3,3,3,3,3,3,3,3
1305,6,58,0,0,0,3,3,0,3,0,0,0,0,3
2302,11,69,4,3,3,3,0,2,0,0,3,2,0,1
5130,13,41,1,3,1,3,1,3,1,3,1,3,1,3
4198,5,22,1,3,3,3,3,3,3,3,3,3,3,3
4713,3,38,5,1,1,1,3,0,3,3,0,3,3,1
1398,6,29,1,3,3,3,0,2,3,3,3,3,1,1
183,2,64,4,3,3,3,0,2,3,3,0,3,0,0
7008,7,32,4,3,3,3,3,3,3,3,3,3,3,3
5976,10,40,3,3,3,1,3,1,1,3,3,3,3,3
2991,0,23,4,3,3,3,2,2,3,3,0,3,0,3
471,2,46,1,3,0,0,0,2,0,0,0,0,0,0
967,12,22,4,3,0,0,0,1,1,3,3,3,3,0
6437,8,25,1,0,0,0,1,0,1,3,3,3,1,0
1961,1,21,1,0,3,1,1,3,1,1,3,1,3,3
896,12,26,6,3,3,3,3,0,3,3,0,0,0,0
5424,13,52,4,3,3,3,3,3,3,3,3,3,3,3
2083,11,65,6,1,1,3,3,3,0,0,3,0,0,3
4727,3,39,5,3,3,3,2,2,2,2,2,3,0,1
1773,1,69,0,3,3,3,2,2,3,0,0,0,0,3
3431,0,33,1,3,3,3,1,3,1,3,3,3,3,3
1209,6,69,3,3,0,3,2,2,0,0,0,2,2,0
4030,5,34,6,0,0,0,2,2,0,0,0,0,0,0
6815,7,50,4,1,3,0,2,2,2,0,2,2,0,1
3698,9,51,6,3,3,3,3,3,3,3,3,3,3,3
2997,0,56,4,3,3,1,1,1,1,1,1,1,1,1
2706,4,42,4,1,1,3,3,3,3,3,3,1,1,3
2572,4,68,3,1,1,1,3,2,3,3,0,3,3,3
292,2,54,4,3,3,1,0,3,3,0,0,0,3,1
2415,11,61,4,3,3,3,3,0,3,3,0,3,3,3
3395,0,56,6,1,1,1,1,3,3,1,1,1,1,1
6483,8,46,1,3,3,3,0,2,3,3,0,3,3,3
272,2,64,4,3,0,0,0,2,0,0,0,0,0,0
2042,11,23,4,3,3,1,0,2,3,0,2,3,0,1
5001,3,65,5,1,1,1,1,1,1,1,1,1,1,1
3169,0,11,0,2,2,2,2,2,2,2,2,2,2,2
2348,11,31,6,3,3,3,2,0,3,2,0,2,0,0
3580,9,29,4,1,1,1,3,2,3,3,3,3,3,1
1086,6,33,4,3,1,3,1,3,3,3,1,3,3,3
4119,5,39,4,3,1,3,2,2,3,0,2,3,0,1
5931,10,59,3,1,1,1,1,1,1,1,1,1,1,1
5120,13,67,3,1,3,3,1,1,3,1,0,1,3,1
6418,8,2,1,3,3,3,3,3,3,3,3,3,3,3
2850,4,22,6,3,3,3,3,3,3,3,3,3,3,3
4536,5,42,4,3,3,3,3,3,3,3,3,3,3,3
4814,3,46,5,1,1,1,3,0,3,3,0,3,0,0
2689,4,25,0,3,3,3,0,3,3,0,3,3,3,3
2402,11,62,6,1,2,1,1,3,0,1,0,2,1,0
2268,11,25,4,3,0,3,2,2,0,0,0,3,3,1
4836,3,50,3,0,0,2,2,2,2,2,2,2,2,3
613,12,41,1,3,3,3,1,2,3,0,3,1,3,3
6859,7,46,4,0,0,3,0,3,1,1,3,1,3,1
3032,0,59,6,3,3,1,3,0,3,3,0,2,3,3
2716,4,33,4,3,1,3,1,1,3,3,1,3,3,1
3877,9,68,1,3,0,1,1,0,1,3,3,1,3,1
4172,5,55,1,0,0,0,0,0,0,0,0,0,0,0
1748,1,33,4,3,1,3,3,3,3,1,3,3,1,3
6456,8,68,6,0,3,2,3,3,1,2,1,0,0,0
2117,11,42,4,3,3,3,3,3,3,3,3,3,3,3
5962,10,29,4,1,1,1,0,2,3,0,1,0,3,1
5857,10,56,1,1,1,1,1,1,1,1,1,1,1,1
1344,6,63,4,3,3,3,3,3,3,3,3,3,3,3
6925,7,40,6,3,3,0,3,3,3,3,0,3,3,3
5944,10,58,4,3,3,3,3,2,3,0,0,0,3,3
2183,11,62,4,1,0,0,0,0,1,3,2,3,2,3
952,12,21,4,1,3,3,3,1,2,3,3,1,1,3
2306,11,68,4,3,3,1,3,1,1,1,1,3,0,3
1504,1,26,6,3,0,3,3,0,0,0,0,0,0,0
7122,7,14,4,3,3,1,3,3,3,3,3,3,1,1
2486,11,22,1,0,0,0,0,0,0,0,0,0,0,0
1121,6,25,4,3,0,1,0,2,0,0,0,3,0,3
5291,13,35,1,1,3,1,3,3,1,3,3,1,3,1
5808,10,64,6,1,3,3,2,2,3,3,0,3,3,1
5886,10,45,4,3,1,1,0,2,3,3,0,3,0,3
5364,13,34,4,1,0,3,1,2,2,1,2,3,3,1
2470,11,46,6,3,3,1,3,2,3,3,0,3,0,3
416,2,34,1,3,3,1,3,0,0,2,1,3,3,0
4221,5,26,4,0,0,0,0,0,0,0,0,0,0,0
564,12,50,4,1,1,1,0,0,2,2,3,2,1,1
1224,6,30,4,3,3,3,3,2,3,3,0,3,3,3
142,2,22,1,3,3,3,3,3,3,3,3,3,3,3
4169,5,22,1,3,3,3,3,3,3,3,3,3,3,3
4698,3,36,5,0,3,1,3,3,0,0,0,0,3,1
2628,4,24,4,1,3,3,3,1,0,3,3,3,0,1
2004,11,24,0,3,3,3,1,0,3,3,1,1,3,0
1194,6,21,4,3,1,1,1,2,1,2,2,1,1,3
2328,11,21,1,3,1,3,3,1,3,3,1,1,3,1
1756,1,41,4,1,3,1,2,2,2,1,1,2,1,3
497,12,27,4,3,3,3,3,0,2,2,0,2,0,3
6747,7,58,1,0,0,3,3,0,0,2,0,0,0,3
7001,7,22,1,3,1,1,1,1,1,1,1,1,1,1
3439,0,33,1,3,3,1,1,1,1,3,3,1,3,1
721,12,42,6,0,0,0,0,0,0,0,0,0,0,0
5206,13,62,1,1,3,3,3,3,1,3,0,1,3,1
3655,9,69,1,3,3,1,3,3,3,3,3,3,3,1
1496,1,42,3,3,3,3,3,3,0,3,1,3,0,3
5987,10,30,6,3,3,3,1,0,3,3,0,3,1,3
1520,1,31,0,3,3,3,2,1,3,3,2,3,3,3
4560,3,23,5,3,3,1,2,0,3,3,2,3,0,1
3956,9,20,4,1,1,3,3,3,3,3,3,3,3,0
3313,0,61,4,3,3,3,0,2,3,3,2,3,2,3
6907,7,42,4,3,1,1,1,0,3,3,3,3,0,0
5775,10,67,3,1,3,1,3,3,3,3,3,0,3,1
108,2,49,6,1,1,1,1,1,1,1,1,1,1,1
1754,1,67,0,3,3,3,3,3,1,3,0,3,3,0
5012,3,65,2,1,1,1,0,0,3,3,0,3,3,1
1351,6,39,4,3,3,3,2,2,3,2,2,3,3,3
6264,8,22,4,3,3,3,3,3,3,3,3,3,3,3
3821,9,46,4,1,3,1,3,2,3,2,3,3,3,3
2820,4,30,6,3,3,3,0,0,3,3,3,3,3,3
1973,1,21,1,0,3,2,1,1,2,0,3,3,0,3
336,2,21,0,0,0,1,1,1,0,0,2,1,1,1
7155,7,5,1,1,3,3,3,3,1,3,1,3,3,3
6765,7,56,4,3,1,1,1,1,1,1,1,1,1,1
4149,5,60,4,3,3,3,3,3,3,3,3,3,3,3
4635,3,30,7,3,3,3,1,3,3,3,0,3,3,1
724,12,21,1,0,3,3,3,3,1,3,1,3,1,1
765,12,36,4,3,1,1,3,3,3,1,1,3,3,3
6103,8,36,4,0,3,3,3,0,0,0,3,2,3,1
4615,3,27,2,3,3,3,3,3,3,2,3,2,0,3
307,2,61,4,3,3,3,0,2,0,3,3,3,3,3
1278,6,51,4,3,3,1,3,1,3,1,1,1,1,1
3150,0,39,6,3,3,3,2,2,3,2,3,3,3,3
6642,7,66,4,3,3,3,3,0,3,3,0,0,3,3
5579,10,22,1,3,1,1,1,1,1,1,1,1,1,1
2648,4,50,4,3,3,3,2,2,3,2,0,2,0,3
6488,8,30,4,1,1,3,3,1,1,1,1,3,3,3
1791,1,25,4,3,0,3,2,2,2,2,2,0,0,0
3366,0,67,1,3,3,3,3,3,3,3,3,3,3,3
4450,5,27,6,0,0,0,0,0,0,0,0,0,0,0
5863,10,51,3,3,1,1,1,1,3,3,2,0,1,1
2053,11,31,6,3,3,3,3,0,2,2,0,2,0,0
6664,7,63,4,3,1,1,1,1,3,1,3,3,1,3
71,2,33,4,3,0,3,3,3,3,3,0,3,0,3
2748,4,34,0,3,1,1,2,0,2,2,0,2,0,0
5381,13,68,6,0,3,3,3,3,3,3,1,1,3,3
1260,6,36,4,3,3,3,0,3,0,0,0,0,1,1
1666,1,27,1,3,0,0,0,3,2,2,3,2,3,3
3181,0,41,1,3,0,3,3,0,1,2,1,1,3,1
5288,13,35,1,3,1,3,1,3,3,1,0,1,3,3
5363,13,40,4,3,3,0,3,0,3,3,3,3,3,3
6773,7,56,6,3,1,1,1,1,1,1,1,1,1,1
2167,11,65,6,1,1,3,3,2,3,3,3,3,0,3
6819,7,50,4,1,3,1,3,2,2,2,2,0,3,1
1695,1,25,4,3,3,1,3,0,3,3,3,3,3,3
1095,6,34,1,3,1,1,1,3,1,1,1,1,1,3
4034,5,69,6,1,1,2,2,2,2,2,2,0,0,2
3807,9,42,0,3,3,3,3,3,3,3,3,3,3,3
3010,0,26,4,3,3,3,3,3,3,3,3,0,0,1
1630,1,41,1,1,0,2,3,1,2,1,0,0,3,3
4371,5,58,6,3,3,3,0,2,3,3,0,3,3,0
1881,1,21,4,3,3,3,2,3,0,3,3,1,3,2
4793,3,33,5,3,3,1,1,0,0,0,0,0,0,3
1612,1,39,6,3,3,3,0,2,3,2,0,3,3,3
978,12,57,1,3,1,1,3,1,3,3,3,3,3,3
3196,0,35,1,3,1,3,3,1,3,3,3,1,1,3
5081,13,23,4,3,3,3,2,2,3,3,2,0,3,1
2678,4,27,6,0,3,3,3,0,2,2,0,0,3,0
848,12,22,4,1,3,3,3,3,1,3,1,1,3,1
3024,0,29,6,1,1,3,0,0,0,0,1,0,0,3
3172,0,50,3,1,1,1,1,2,2,2,2,2,2,1
4058,5,65,4,1,1,1,1,2,3,3,3,3,0,3
6818,7,50,1,1,3,2,2,2,3,0,2,0,0,3
47,2,62,4,3,3,2,0,2,3,3,2,3,3,0
3593,9,48,6,3,3,0,3,0,2,1,0,2,0,0
1350,6,39,4,0,3,1,0,2,3,2,0,3,3,3
4591,3,25,5,3,3,3,0,2,1,3,0,1,1,1
446,2,54,0,1,1,1,3,3,3,3,3,3,3,1
1743,1,39,4,0,0,3,2,2,0,0,0,3,0,3
844,12,22,4,3,3,3,3,2,3,3,3,0,3,3
3125,0,26,6,0,0,0,0,0,0,0,0,0,0,0
6880,7,33,4,1,3,1,3,3,1,3,3,1,1,3
3885,9,64,4,3,3,3,0,0,3,3,0,0,0,0
5465,13,57,1,1,3,3,3,3,1,3,1,1,3,1
3932,9,45,4,3,3,3,3,3,3,3,3,3,3,3
1294,6,33,4,1,3,3,3,1,1,3,3,3,1,1
6956,7,37,1,0,0,0,0,0,0,0,0,0,0,0
3686,9,42,6,3,3,3,3,3,3,3,3,3,3,3
3979,9,24,4,1,3,3,3,2,2,2,3,2,3,1
6688,7,54,4,1,1,1,1,0,0,0,0,0,3,3
6234,8,24,1,3,3,1,1,2,0,0,0,0,0,3
4653,3,22,2,0,3,0,3,3,3,3,0,3,0,0
1112,6,67,1,3,3,0,2,2,3,3,0,3,3,0
776,12,61,1,3,3,3,0,2,3,3,3,3,3,3
6769,7,56,1,0,3,1,3,1,3,3,3,3,3,3
3571,9,55,6,1,1,1,1,1,1,1,1,1,1,1
2228,11,49,3,3,3,3,0,0,3,3,1,3,3,3
2153,11,30,4,3,3,3,3,3,3,3,3,0,0,3
4862,3,51,5,0,3,1,3,1,3,3,3,1,3,3
4823,3,48,2,1,1,1,3,2,1,1,0,0,0,0
2534,4,48,4,3,3,1,1,0,0,0,0,0,0,3
5324,13,27,4,3,3,3,0,0,3,3,0,3,3,3
3538,9,60,1,0,0,0,0,0,0,0,0,0,0,0
1851,1,68,1,3,3,3,0,3,0,0,3,0,3,3
1963,1,41,1,2,3,2,2,3,2,1,3,1,3,0
2375,11,29,4,1,3,3,0,0,0,0,0,2,3,3
4228,5,64,4,3,0,3,0,0,3,3,3,3,1,0
7159,7,6,4,1,3,3,1,3,3,3,3,3,3,3
485,12,54,1,3,3,1,3,0,3,3,0,0,0,0
2239,11,57,3,0,3,3,1,1,1,2,2,2,1,3
3252,0,63,4,3,3,3,3,3,1,3,1,1,3,1
6377,8,42,1,1,1,1,1,1,1,1,0,0,0,0
5491,13,25,6,3,3,3,0,0,2,2,2,0,3,3
30,2,24,4,1,3,3,1,1,3,1,3,3,0,1
1879,1,58,0,0,0,3,2,0,0,0,0,0,0,0
5416,13,38,6,3,1,1,3,1,1,3,3,0,3,0
2521,4,39,4,3,3,1,2,2,3,3,2,3,0,1
6784,7,44,1,1,3,3,1,0,1,0,0,0,0,3
6828,7,49,0,3,3,1,0,2,0,0,0,0,3,3
4888,3,56,5,3,3,3,3,1,1,1,1,1,1,1
3942,9,69,6,3,3,3,1,3,3,3,3,3,3,1
636,12,41,1,1,2,2,2,1,2,2,2,2,0,3
4538,5,42,4,3,3,3,3,2,3,3,3,1,1,0
3937,9,69,4,3,3,3,1,0,3,3,0,3,0,3
1083,6,58,0,3,0,3,3,3,0,2,3,3,3,3
861,12,62,1,3,2,1,0,1,2,0,2,1,1,0
6915,7,41,1,3,1,3,1,3,3,2,3,3,3,1
903,12,58,6,0,0,3,0,0,2,2,3,2,3,3
6697,7,62,1,1,0,3,0,0,3,3,0,3,1,1
109,2,25,3,1,1,0,1,1,1,0,1,3,1,1
6888,7,33,1,1,3,1,1,0,3,1,3,3,3,3
6434,8,25,6,0,1,0,0,0,0,0,0,0,3,3
2627,4,26,6,0,0,0,0,0,0,0,0,0,0,0
2995,0,23,4,0,3,3,2,2,3,0,0,3,0,3
6017,10,37,0,0,0,3,3,1,1,1,1,2,2,2
2333,11,48,4,3,3,3,0,0,0,0,3,3,0,3
6073,10,44,4,1,3,3,1,1,1,3,1,1,3,3
1831,1,68,1,3,3,0,0,3,0,0,3,3,3,3
6371,8,42,1,1,1,1,1,1,1,1,1,1,1,1
782,12,48,6,3,3,3,3,3,3,3,3,3,0,3
6992,7,34,1,3,3,3,2,2,2,2,2,3,3,2
3458,0,42,3,3,3,3,3,3,3,3,3,3,3,3
7107,7,16,4,3,2,3,3,3,3,3,3,3,3,3
6516,8,29,6,3,1,3,0,2,0,0,3,3,0,1
1825,1,56,4,0,3,3,3,1,1,1,3,3,3,1
1094,6,35,4,3,3,0,0,2,3,0,0,0,3,0
5444,13,24,6,3,0,3,1,0,3,1,3,1,3,1
6468,8,49,4,3,3,3,3,3,3,3,3,3,3,3
3891,9,64,0,1,1,3,0,2,3,3,3,0,3,3
4339,5,24,1,3,3,3,1,3,3,2,3,3,0,3
2680,4,64,4,3,3,3,0,0,3,3,0,3,0,0
6590,8,52,4,3,3,3,3,3,3,3,3,3,3,3
1654,1,25,4,3,3,1,0,2,0,0,1,3,0,1
5867,10,56,0,3,3,3,1,1,1,1,1,1,1,1
6476,8,30,1,3,3,3,0,3,3,3,3,3,3,1
2445,11,25,4,3,3,1,0,2,3,3,3,3,3,1
6250,8,56,4,3,1,1,1,1,2,2,2,2,2,2
4650,3,32,7,1,1,1,1,1,1,1,1,1,3,3
2605,4,35,0,0,3,3,0,3,1,0,3,1,3,3
4463,5,46,4,3,1,0,1,2,3,3,3,3,3,3
3133,0,61,4,3,3,3,0,2,3,0,0,0,3,3
178,2,39,4,3,3,3,2,2,0,0,0,0,0,3
5477,13,25,6,3,0,3,3,2,0,0,0,3,3,1
5677,10,52,4,3,3,3,3,3,3,3,3,3,3,3
2688,4,36,4,0,0,0,3,2,2,2,0,2,2,0
1204,6,61,4,3,3,3,1,0,0,2,0,3,0,3
2202,11,42,4,3,3,3,3,3,3,3,3,3,3,3
5547,13,43,4,3,1,3,1,3,3,1,1,3,1,0
3410,0,48,1,3,1,3,3,3,3,3,0,2,0,0
5523,13,30,4,0,3,0,3,3,3,0,3,1,1,3
4216,5,67,6,1,1,1,1,1,1,0,0,3,3,1
7123,7,14,4,3,1,2,3,3,3,1,3,3,1,3
1770,1,54,4,0,0,3,1,1,0,0,0,0,3,3
829,12,22,1,1,3,3,0,3,1,3,3,3,3,1
3710,9,22,4,3,3,3,3,3,3,3,3,3,3,3
3000,0,56,4,3,3,3,1,1,3,3,3,3,3,3
627,12,69,6,0,0,0,2,0,0,0,0,0,0,0
4634,3,30,5,3,3,3,1,3,3,3,0,3,3,3
925,12,24,4,3,3,0,3,2,3,0,0,0,0,3
295,2,42,4,3,3,3,3,3,3,3,3,3,3,3
1052,6,29,4,1,3,3,3,2,3,3,1,3,3,1
2592,4,57,4,1,1,1,3,3,3,1,3,3,1,3
